2017-01-10 20:31:42,092 DEBUG main:ChameleonRenderKitFactory:58 ajax4jsf.renderkit.ChameleonRenderKitFactory.<init>(ChameleonRenderKitFactory.java:58) ChameleonRenderKitFactory(RenderKitFactory) - Chameleon RenderKit factory instantiated
 %sn2017-01-10 20:31:42,213 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,213 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,214 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,214 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,215 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,215 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,216 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,216 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,216 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,217 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,217 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,217 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,217 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,218 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,219 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,219 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,219 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,220 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,220 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,221 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,221 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,221 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,222 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,222 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,222 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,222 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,223 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,223 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,224 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,225 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,226 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,226 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,227 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,227 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,228 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,229 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,230 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,230 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,231 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,231 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,232 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,232 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,232 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,233 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,234 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,234 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,234 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,235 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,235 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,236 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,237 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,237 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,239 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,240 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,242 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,243 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,244 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,244 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,244 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,245 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,246 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,246 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,246 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,248 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,249 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,250 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,250 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,251 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,252 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,253 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,253 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,254 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,254 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,256 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,256 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,257 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,258 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,258 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,259 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,260 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,260 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,260 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,261 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,261 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,261 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,262 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,262 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,263 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,263 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,264 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,264 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,265 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,266 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,266 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,267 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,267 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,267 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,267 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,268 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,269 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,269 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,271 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,271 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,272 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,273 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,273 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,273 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,274 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,275 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,275 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,275 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,275 DEBUG main:AjaxScript:45 ajax4jsf.javascript.AjaxScript.<init>(AjaxScript.java:45) AjaxScript() - Created instance of AjaxScript resource
 %sn2017-01-10 20:31:42,276 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,278 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,279 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
 %sn2017-01-10 20:31:42,280 DEBUG main:InternetResourceBuilder:187 ajax4jsf.resource.InternetResourceBuilder.getInstance(InternetResourceBuilder.java:187) Return instance of internet resource builder org.ajax4jsf.resource.ResourceBuilderImpl@28ae4646
